Date,AIEG,AIESH,Gaselwest,IMEA,IVEG,IVEKA,Imewo,Infrax West,Inter-Energa,Intergem,Iverlek,Ores Brabant wallon,Ores Est,Ores Hainaut,Ores Luxembourg,Ores Mouscron,Ores Namur,Ores Verviers,PBE,Regie de Wavre,Resa,Sibelga,Sibelgas
2020-01-09,74.97,43.61,114.71,61.56,63.33,58.25,83.2,110.26,70.27,68.64,62.1,66.33,91.74,81.65,58.37,125.13,62.45,88.39,63.26,63.34,77.94,63.025,62.72
2020-01-10,152,164.37,272.91,231.35,233.14,202.08,263.35,267.54,141.84,249.24,222.73,213.66,106.54,231.97,118.13,276.87,155.43,115.62,188.79,201.49,128.89,238.94,236.85
2020-01-11,316.86,264.48,331.32,283.98,290.91,289.49,303.85,326.35,307.24,294.6,291.97,297.48,297.03,320.39,263.49,344.13,310.13,324.52,298.75,292.3,318.78,291.615,290.71
2020-01-12,162.13,123.69,217.91,164.17,167.46,153.6,194.58,215.31,153.33,175.09,166.65,172.35,198.32,168.93,109.96,215.96,149.76,175.57,161.35,174.71,167.46,173.11,171.09
2020-01-13,283.03,224.49,280.13,287.69,291.82,297.27,275.59,280.37,301.3,281.45,287.64,279.94,250.68,262.07,163.01,276.58,276.16,295.44,295.44,282.93,303.26,283.515,285.16
2020-01-14,136.71,67.64,106.79,71.42,75.53,75.92,95.11,107.1,109.24,78.88,82.26,97.7,144.3,92.6,128.8,109.72,115.68,142.85,95.42,97.28,135.67,78.785,77.39
2020-01-15,296.04,217.12,104.3,155.46,154.77,189.05,115.39,105.58,291.12,145.13,177.99,209.41,493.54,194.43,515.66,103.77,304.3,386.21,224.99,212.73,333.65,163.975,163.7
2020-01-16,577.97,510.81,425.66,583.36,577.8,596.59,475.51,418.64,608.51,569.34,591.56,587.96,601.33,564.17,605.77,411.89,616.96,626.51,594.96,602.24,613.8,595.44,592.55
2020-01-17,137.39,118.42,258.01,156.21,162.46,134.12,232.84,259.01,113.76,180.01,156.08,165.56,131.76,191.94,82.06,266.91,129.34,122.74,139.52,152.21,120.42,166.625,164.1
2020-01-18,413.19,406.65,572.35,509.83,508.36,470.07,546.82,561.58,377.73,536.89,504.97,500.08,313.39,530.72,286.02,594,430.51,339.54,459.91,501.05,357.32,530.745,524.55
2020-01-19,362.73,385.51,577.05,537.56,539.99,502.35,563.92,573.24,391.7,554.47,518.25,489.63,240.88,511.03,310.68,582.86,379.1,304.68,464.59,481.43,333.25,544.955,541.88
2020-01-20,276.27,202.43,240.97,231.23,233.61,221.86,239.69,236.3,216.34,244.45,231.63,229.37,384.28,234.76,626.73,246.96,263.99,298.08,220.26,219.96,260.44,238.05,237.08
2020-01-21,599.82,483.38,303.24,291.46,287.14,308.05,293.6,298.09,469.08,314.14,334.63,414.75,794.96,489.62,864.54,311.61,631.23,680.69,392.78,387.66,604.68,329.75,325.66
2020-01-22,327.52,248.4,187,190.54,187.72,198.79,184.39,183.56,244.22,199.26,212.23,253.48,396.18,253.16,806.86,195.2,335.67,308.24,237.73,246.75,292.13,206.945,204.51
2020-01-23,148.52,145.32,327.68,274.28,278.56,230.34,320.51,324.58,126.73,293.58,247.94,209.36,165.99,222.39,211.44,326.02,141.1,148.53,186.77,192.08,127.92,271.155,270.28
2020-01-24,174.5,77.71,96.56,48.87,52.94,50.61,72.77,95.56,86.24,57.07,52.44,57.23,355.22,79.67,313.09,107.06,148.32,246.48,60.55,53.99,181.24,50.735,50.77
2020-01-25,198.28,134.25,151.78,128.45,132.48,122.79,144.29,154.75,117.29,132.91,124.81,118.93,318.36,139.36,346.11,150.77,192.1,224,119.1,116.25,180.72,127.77,129
2020-01-26,568.29,502.92,439.98,602.31,591.58,598.74,502.56,431.81,586.25,593.04,604.23,607.44,567.42,571.37,400.6,411.94,615,625.42,597.81,607.4,606.86,615.14,613.31
2020-01-27,143.47,147.48,227.16,212.92,214.75,195.5,229.03,228.49,149.56,219.15,204.45,196.66,114.63,194.56,63,221.94,144.05,127.3,183.62,191.17,138.27,212.685,212.25
2020-01-28,393.57,328.82,554.15,431.5,442.17,414.86,515.55,550.52,385.66,468.23,441.18,447.2,375.01,486.9,254.17,584.17,389.21,365.24,424.92,437.51,380.18,453.075,449.65
2020-01-29,510.17,497.46,764.71,553.12,570,519.63,704.55,769.16,460.45,600.78,562.09,589.09,393.77,685.02,397.88,789.24,521.06,413.18,534.19,569.01,437.54,584.39,576.48
2020-01-30,355.73,244.68,223.65,284.29,282.36,304.55,241.33,220.98,374.13,274.95,299.65,316.88,391.95,267.82,313.19,212.94,344.57,414.31,331.17,323.17,403.4,290.01,288.84
2020-01-31,236.81,163.14,199.47,178.83,178.99,183.07,177.52,196.69,228.85,177.94,185.21,201.82,437.07,194.96,205.95,201.28,219.86,328.3,199.25,201.68,269.64,182.375,181.57
2020-02-01,181.52,163.08,297.61,240.01,247.73,226.83,286.53,304.13,182.72,246.27,231.53,222.35,130.94,219.96,113.13,292.53,175.32,148.32,213.44,220.91,164.23,238.52,238.07
2020-02-02,172.82,142.2,277.58,185.58,190.68,165.86,254.55,277.32,146.51,208.05,188.21,202.35,198.52,212.73,150.39,282.14,166.46,153.05,176.14,192.03,153.28,198.365,195.57
2020-02-03,228.63,208.08,291.6,267.34,270.31,259.7,279.65,290.01,254.85,271.78,265.2,259.11,264.78,250.37,229.15,283.35,227.59,260.17,258.23,258.21,251.13,270.16,268.75
2020-02-04,323.04,224.83,271.96,245.51,254.94,280.38,245.73,269.36,364.87,243.82,263.86,272.68,341.14,277.51,317.77,288.9,304.3,340.96,300.39,278.19,347.77,247.81,249.26
2020-02-05,496.35,411.05,315.76,436.95,442.95,511.44,321.94,321.2,613.45,391.97,453.29,463.63,838.82,387.02,839.45,317.27,500.72,635.19,520.3,459.76,585.53,420.64,427.79
2020-02-06,835.55,709.53,940.18,781.23,777.47,698.17,917.07,931.13,590.29,864.07,809.4,898.97,706.72,951.96,1026.24,960.02,876.19,681.42,769.56,878.63,701.05,850.85,832.01
2020-02-07,1032.28,896.49,1066.6,1064.28,1070.78,1056.06,1069.92,1065.06,1017.63,1083.58,1071.99,1075.36,1123.03,1085.47,1151.11,1065.17,1074.35,1065.28,1057.27,1068.64,1026.92,1090.385,1084.11
2020-02-08,349.03,232.69,184.15,234.95,237.48,277.61,181.35,182.72,382.61,215.49,255.99,272.32,328.24,231.28,237.83,178.9,331.87,393.62,306.72,286.22,388.59,236.925,237.85
2020-02-09,301.3,222.81,162.63,204.74,202.32,232.07,167.11,160.71,319.03,196.57,224.9,255.43,417.79,232.51,344.02,163.85,298.14,378.33,265.75,257.81,349.39,211.7,211.1
2020-02-10,459.9,377.7,574.46,536,538.44,493.68,587.25,574.91,441.31,566.92,538.08,551.42,442.83,512.18,361.47,553.48,460.63,434.18,504.18,539.3,442.01,558.26,550.49
2020-02-11,576.36,576.57,840.55,643.79,656.6,588.93,799.77,841.84,524.51,702.12,644.03,650.41,544.34,691.67,520.43,839.43,573.84,518.01,594.33,637.03,516.57,677.36,667.59
2020-02-12,742.92,652.84,965.11,901.93,907.83,851.51,956.13,959.73,753.49,937.19,898.36,886.14,668.56,889.22,368.96,954.21,752.17,716.21,843.42,874.47,731.84,935.9,927.03
2020-02-13,378.66,338.73,421.64,404.74,400.01,372.44,428.72,419.54,345.18,422.99,405.17,428.64,324.22,416.24,246.24,418.33,389.44,360.25,387.26,404.64,354.86,422.18,418.48
2020-02-14,391.79,416.46,710.15,530.61,546.46,495.13,648.63,711.92,386.67,565.24,514.34,499.32,312.73,568.12,329.48,730.86,390.48,333.66,463.41,473.15,346.01,535.755,535.19
2020-02-15,727.24,602.43,417.2,467.12,470.17,526.61,405.51,413.95,705.86,451.37,510.11,561.45,865.87,523.79,755.54,426.09,695.34,832.04,594.25,571.63,782.44,482.985,481.4
2020-02-16,388.56,285.09,235.6,306.29,297.18,289.69,266.15,223.19,337.46,316.57,311.24,323.59,632.93,282.73,593.76,234.6,367.58,484.98,310.19,313.06,408.44,320.54,316.46
2020-02-17,785.1,649.66,758.49,774.04,769.97,761.68,772.62,755.38,759.63,790.55,787.61,822.49,653.25,810.44,496.72,768.6,785.94,764.32,789.84,822.91,764.48,799.33,794.53
2020-02-18,597.05,572.78,861.32,736.86,740.08,676.04,826.03,860.07,558.09,770.53,718.28,711.97,454.67,709.58,359.32,867.88,573.29,517.81,662.35,700.93,538.93,750.8,745.06
2020-02-19,812.54,758.63,938.19,823.51,829.1,787.43,906.38,936.05,731.87,862.74,832.74,875.64,728.94,930.9,841.41,947.47,836.23,746.18,814.73,856.27,751.13,854.125,846.15
2020-02-20,397.67,276.04,425.57,315.01,323.56,329.6,364.06,419.19,417.74,331.45,332.24,353.76,445.12,382.48,278.44,459.39,364.35,466.52,363.34,347.01,443.39,324.94,323.99
2020-02-21,798.48,774.59,686.65,697.77,687.62,697.23,669.43,666.24,744.39,713.89,726.68,788.58,799.43,795.09,706.94,710.16,806.05,818.07,753.85,781.35,803.17,726.345,721.13
2020-02-22,222.64,278.81,203.71,171.12,170.33,173.69,169.84,194.82,201.11,176.13,175.33,184,386.43,197.39,491.49,221.95,216.49,261.79,183.62,180.92,221.06,174.135,173.95
2020-02-23,98.53,75.89,165.06,81.28,85.11,81.95,111.53,160.06,86.75,87.8,83.7,88.6,177.58,114.22,96.15,183.85,86.25,96.34,86.34,87.75,88.08,82.895,82.85
2020-02-24,248.05,177.01,258.84,175.2,175.82,172.67,207.9,249.58,204.22,190.2,186.13,209.74,298.73,229.57,206.93,282.84,218.87,260.21,198.17,206.14,243.06,185.04,183.05
2020-02-25,805.75,650.62,763.81,814.72,816.87,820.34,787.83,760.27,843.3,816.99,819.67,815.57,844.32,781.6,761.08,754.27,797.09,842.67,828.18,808.58,829.79,826.11,824.37
2020-02-26,271.35,432.41,585.9,505.57,503.22,462.8,544.65,569.12,363.3,523.66,467.46,443.89,339.64,533.36,464.98,589.61,350.46,278.34,409.56,402.38,254.28,489.545,491.53
2020-02-27,141.17,122.4,221.37,154.89,160.79,144.44,204.76,222.13,144.89,171.22,157.66,168.06,110.45,187.97,67.15,229.17,138.99,131.31,151.95,156.52,136.68,163.175,160.71
2020-02-28,707.72,617.82,519.96,610.69,599.23,616.53,534.79,500.92,671.34,614.54,648.13,712.63,460.79,661.16,505.8,513.18,732.56,641.69,684.77,709.67,691.84,646.74,637.36
2020-02-29,635.78,468.25,573.62,542,570.13,558.89,553.21,585.54,607.59,555.13,574.32,579.96,721.69,521.65,563.56,562.25,595,679.18,598.87,585.23,653.67,517.135,515.13
2020-03-01,773.4,547.01,821.84,752.72,759.74,730.48,809.73,821.34,736.58,777.92,760.43,769.72,909.63,728.74,653.82,819.38,714.1,829.98,754.53,760.44,785.42,771.77,765.3
2020-03-02,421.83,283.62,362.56,301.5,310.95,319.47,342.84,368.62,398.22,304.77,317.45,339.5,512.35,321.75,427.4,365.26,374.52,477.65,352.11,336.9,455.12,305.015,305.5
2020-03-03,857.37,722.32,1177.9,1148.17,1163.83,1121.55,1187.77,1186.23,987.5,1157.27,1118.22,1049.01,874.99,977.85,491.76,1160.5,820.77,888.8,1054.06,1053.19,885.6,1144.805,1145.17
2020-03-04,766.21,713.11,864.27,978.05,986.05,966.01,911.87,869.160000000001,897.34,957.43,938.62,852.13,954.7,775.9,582.95,830.01,748.15,904.59,890.31,861.06,845.09,958.98,965.2
2020-03-05,191.38,149.82,108.83,130.32,132.81,147.32,114.77,109.02,204.47,127.99,141.27,150.17,246.67,142.72,176.11,108.93,179.44,234.6,162.92,153.13,219.44,133.03,133.53
2020-03-06,353.64,357.5,710.5,379.55,419.26,403.94,582.7,738.99,356.96,396.6,377.37,351.68,200.91,456.39,231.32,738.51,322.33,251.35,378.61,353.97,294.81,367.045,374.2
2020-03-07,1232.36,1079.75,965.49,1219.2,1198.9,1230.21,1037.17,948.05,1243.62,1194.48,1238.77,1257.59,1129.51,1163.13,1133.24,940.4,1251.24,1247.47,1256.96,1266.64,1253.46,1247.185,1243.19
2020-03-08,462.31,334.53,379.39,292.58,297.86,315.69,328.54,379.74,442.72,297.19,319.94,373.24,730.28,360.78,561.81,387.39,426.08,589.82,367.84,371.34,514.39,307.37,305.07
2020-03-09,850.27,788.02,935.69,866.49,859.95,813.01,915.9,927,766.21,902.32,871.58,920.63,906.88,922.63,896.03,934.72,852.89,827.85,840.4,892.83,795.91,901.395,891.48
2020-03-10,232.87,183.3,252.99,206.04,206.26,203.98,224.22,248.27,223.78,213.38,212.4,230.11,354.82,236.62,271.37,266,222.65,267.51,218.3,227.14,239.07,214.125,212.2
2020-03-11,494.95,580.69,661.5,704.12,691.82,666.67,662.91,650.86,563.56,705.25,686.68,682.37,468.04,616.72,324.2,659.03,515.46,496.39,638.89,670.88,501.06,712.26,708.9
2020-03-12,1498.62,1239.04,1562.91,1551.83,1551.89,1524.01,1580.36,1559.3,1522.19,1577.02,1569.34,1627.1,1336.54,1579.49,904.98,1546.42,1489.13,1523.4,1570.01,1589.56,1532.06,1593.06,1582.17
2020-03-13,850.15,903.01,1004.41,918.4,938.81,951.53,953.09,1021.18,948.14,901.22,914.27,891.75,801.39,891.98,741.1,1004.34,842.81,826.4,930.03,894.4,835.97,910.165,916.96
2020-03-14,1061.68,799.08,929.85,1019.71,1011.4,1022.33,953.53,917.77,1117.74,1008.7,1030.25,1048.89,1224.33,970.58,780.5,904.46,1031.19,1191.69,1057.66,1044.74,1151.98,1028.225,1026.22
2020-03-15,956.34,775.07,545.84,606.14,601.39,650.95,542.06,540.58,848.87,598.11,658.66,737.17,1192.89,685.84,1113.99,556.58,904.76,1077.89,743.43,756.15,998.69,631.86,628.07
2020-03-16,1237.93,842.4,935.77,921.97,962.19,1026.77,933.48,966.83,1277.49,890.3,961.48,936.37,1515.86,812.1,1505.75,904.93,1138.67,1434.98,1071.28,975.03,1358.72,916.375,921.74
2020-03-17,1825.09,1540.76,1877.25,1899.26,1898.88,1876.52,1894.53,1874.8,1824.87,1912.81,1901.42,1920.43,1792.28,1894.85,1658.22,1860.27,1842.38,1860.95,1885.05,1887.53,1829.13,1928.165,1921.53
2020-03-18,1688.4,1458.92,1679.89,1705.21,1686.53,1705.1,1666.3,1656.13,1752.55,1732,1752.84,1858.91,1445.99,1841.26,1055.53,1719.55,1711.65,1681.08,1789.22,1833.75,1711.32,1770.14,1755.63
2020-03-19,1033.53,869.29,1080.82,956.87,990.38,1043.7,1015.94,1102.99,1193.4,937.3,982.4,926.66,1109.68,819.65,1161.35,1084.13,932.5,1119.02,1060.17,979,1147.6,939.67,949.14
2020-03-20,356.19,458.64,371.71,305.45,307.68,308.93,331.21,358.58,339.13,325.73,318.35,350.61,512.28,378.52,1031.23,390.83,354.77,351.49,331.66,333.52,328.25,312.98,312.35
2020-03-21,1139,1017.78,1862.82,1852.37,1880.52,1800.12,1896.47,1881.41,1530.08,1839.27,1756.1,1563.23,995.72,1422.18,562.89,1794.11,1108.46,1174.4,1615.18,1552.02,1224.33,1798.89,1808.25
2020-03-22,2089.45,1784.53,2159.5,2183.74,2189.44,2155.14,2192.04,2159.78,2077.44,2200.84,2181.74,2180.17,2134.76,2115.74,2064.13,2134.56,2075.82,2122.62,2152.73,2146.76,2077.82,2209.99,2201.93
2020-03-23,2064.96,1850.55,2152.17,2159.11,2167.62,2137.73,2176.14,2152.8,2073.27,2180.78,2164.51,2171.51,2131.79,2143.78,2097.77,2131.27,2084.98,2107.29,2141.02,2130.05,2069.01,2191.765,2182.37
2020-03-24,2053.08,1861.39,2098.1,2150.26,2157.27,2130.75,2156.87,2105.43,2069.46,2167.47,2155.58,2161.19,2135.53,2116.91,2118.24,2067.45,2084.58,2105.45,2132.48,2127.89,2065.5,2182.105,2173.87
2020-03-25,2084.44,1863.85,2149.92,2151.83,2160.41,2138.92,2165.58,2148.23,2098.47,2170.33,2161.2,2175.6,2150.47,2152.19,2121.24,2132.57,2109.87,2138.6,2150.96,2142.86,2107.74,2184.565,2176.04
2020-03-26,2049.31,1832.34,2122.54,2115.84,2124.9,2096.64,2135.08,2120.43,2041.41,2141.67,2123.67,2136.15,2103.88,2122.03,2089.35,2106.57,2072.12,2098.47,2105.4,2093.24,2061.57,2151.62,2140.97
2020-03-27,1894.72,1695.5,1952.33,1960.82,1967.01,1947.94,1968.47,1953.4,1900.45,1976.03,1967.64,1973.82,1958.06,1948.26,1972.75,1934.53,1915.4,1939.03,1955.18,1944.21,1909.26,1990.705,1981.91
2020-03-28,1880.18,1685.72,1834.68,1945.29,1943.95,1945.29,1872.98,1830.49,1909.24,1959.85,1964.97,1964.45,1938.68,1912.51,1883.38,1822.34,1912.41,1943.67,1953.13,1950.54,1920.83,1988.295,1982.78
2020-03-29,1034.33,1060.9,1679.66,1383.1,1408.1,1267.36,1631.39,1688.3,998.58,1468.36,1349.34,1306.95,710.62,1380.25,885.01,1656.2,1054.32,822.83,1214.37,1256.78,907.24,1422.27,1414.54
2020-03-30,1705.67,1430.12,1625.56,1388.62,1407.92,1374.7,1573.02,1620.64,1513.85,1479.55,1459.5,1575.76,1837.34,1682.65,2071.74,1661.5,1697.85,1720.95,1496.89,1534.63,1655.47,1472.99,1458.44
2020-03-31,1752.1,1778.33,2242.01,2133.72,2159.42,2080.04,2236.26,2247.34,1895.79,2183.61,2101.19,2028.01,1949.13,2095.77,1812.06,2228.81,1836.14,1862.25,1992.94,1976.9,1802.68,2159.935,2157.78
2020-04-01,2107.23,1902.24,2215.07,2216.75,2224.66,2202.17,2233.43,2220.45,2131.35,2232.73,2221.52,2227.48,2171.42,2220.28,2158.82,2195.23,2162.64,2161.58,2202.11,2199,2130.83,2249.975,2241.21
2020-04-02,1376.52,1095.21,1253.6,1047.25,1080.52,1093.26,1177.12,1276.84,1276.41,1065.8,1096.56,1160.74,1882.96,1215.93,1939.22,1254.45,1347.56,1561.49,1174.31,1151.44,1421.16,1076.035,1070.64
2020-04-03,1184,1152.44,1489.42,1636.15,1626.48,1540.08,1570.38,1476.56,1242.91,1639.2,1575.63,1475.4,904.86,1397.13,886.65,1419.25,1197.51,1083.9,1441.65,1487.92,1149.34,1632.79,1626.76
2020-04-04,2002.46,1800.35,1906.3,2091.3,2090.8,2129.5,1951.7,1902.59,2135.2,2059.44,2096.63,2077.31,2149.37,2012.23,2020.91,1880.19,2046.35,2128.67,2116.53,2078.61,2103.8,2098.235,2097.03
2020-04-05,2154.38,1953.65,2251.18,2256.56,2261.52,2237.33,2261.78,2251.35,2166.02,2273.17,2260.42,2273.47,2228.33,2274.41,2203.48,2234.18,2208.37,2205.22,2239.61,2244.16,2169.6,2290.16,2280.36
2020-04-06,1972.23,1719.8,1462.41,1940.74,1906.04,1986.34,1605.43,1434.14,2067.25,1882.69,1968.44,1992.9,2191.2,1843,2156.5,1403.24,2046.2,2145.14,2022.03,1999.36,2097.24,1962.955,1956.8
2020-04-07,2009.62,1809.95,2165.57,2172.24,2180.91,2146.59,2183.1,2164.02,2053.48,2189.96,2168.37,2158.4,2024.41,2152.64,1959.36,2144.32,2047.31,2047.41,2135.12,2134.57,2039.79,2201.015,2194.47
2020-04-08,1836.82,1673.96,2050.94,1987.59,1995.1,1928.5,2049.97,2043.99,1830.17,2021.19,1974.94,1964.78,1967.46,1989.16,1972.74,2047.55,1876.6,1888.47,1916.24,1908.64,1839.49,2023.38,2014.33
2020-04-09,1993.72,1786.12,2055.53,1964.13,1961,1968.91,2012.69,2042.75,2014.85,1998.49,2004.96,2095.01,1951.1,2134.25,1677.47,2086.95,2029.21,2044.68,2037.05,2054.57,2042,2015.125,2006.93
2020-04-10,2107.49,1920.56,2197.48,2145.47,2157.12,2156.78,2171.55,2199.73,2140.55,2156.42,2154.93,2177.81,2146.11,2225.11,1995.67,2192.85,2141.95,2163.52,2171.79,2188.26,2142.72,2167.89,2166.6
2020-04-11,2062.64,1906.02,2237.77,2204.38,2213.92,2183.34,2239.34,2235.92,2113.15,2228.6,2200.03,2197.7,2048.86,2226.6,1901.21,2223.33,2102.59,2081.47,2173.41,2169.01,2079.94,2227.35,2221.03
2020-04-12,1804.84,1600.34,1705.74,1708.08,1727.86,1747.9,1702.01,1711.78,1827.32,1702.64,1726.33,1717.97,1979.74,1760.33,1798.02,1701.42,1784.67,1923.27,1766.53,1724.24,1878.03,1721.17,1717.23
2020-04-13,1479.84,1459.31,1847.55,1852.38,1857.59,1802.33,1865.95,1850.66,1600.2,1869.21,1810.81,1761.77,1311.81,1756.83,1489.54,1839.25,1515.94,1460.41,1728.94,1734.69,1492.31,1852.13,1850.98
2020-04-14,1474.44,1450.78,1474.8,1480.58,1449.71,1414.34,1465.8,1459.65,1356.91,1516.27,1501.25,1622.66,1679.17,1705.4,2083.46,1481.92,1574.99,1527.34,1475.45,1579.13,1450.38,1541.53,1525.71
2020-04-15,2089.64,1939.54,2243.42,2190.06,2207.46,2184.6,2235.18,2246.58,2141.94,2210.45,2189.29,2167.52,2201.08,2207.64,2180.58,2242.86,2132.25,2173.51,2171.53,2146.81,2133.68,2211.9,2206.04
2020-04-16,2049.23,1807.62,2064.79,2201.42,2207.56,2198.69,2131.36,2058.16,2147.17,2191.55,2193.83,2145.06,2095.93,2051.34,1942.39,2041.55,2060.57,2139.8,2176.7,2145.81,2128.76,2211.98,2209.88
2020-04-17,2073.06,1807.92,2087.2,2162.26,2163.64,2160.78,2144.1,2090.79,2145.62,2158.39,2161.85,2138.59,2129.36,2044.52,1990.6,2032.02,2092.22,2176.01,2167.09,2141.43,2166.26,2167.15,2163.84
2020-04-18,1076.42,860.16,937.91,1003.41,994.24,1012.62,944.5,908.34,1111.59,1006.48,1020.56,1026.82,1128.81,973.57,1261.32,963.57,1039.39,1149.89,1049.36,1005.96,1146.46,1011.51,1008.65
2020-04-19,842.36,848.78,1551.11,1201.18,1260.53,1129.21,1491.98,1595.08,819.68,1244.86,1110.67,953.21,756.21,1029.15,1138.26,1496.74,808.36,711.41,960.83,942.04,722.09,1157.63,1164.03
2020-04-20,2418.43,2143.56,2440.47,2505.97,2500.78,2469.37,2502.42,2445.46,2421.94,2514.52,2508.4,2517.85,2474.39,2438.98,2394.96,2386.05,2447.28,2490.23,2487.22,2493.02,2466.08,2539.295,2532.01
2020-04-21,2427.38,2121,2454.68,2517,2522.13,2492.28,2524.81,2462.99,2449.68,2531.48,2525,2531.38,2479.59,2448.82,2301.31,2404.24,2442.23,2502.06,2511.77,2510.58,2480.61,2548.255,2540.17
2020-04-22,2409.12,2148.2,2477.37,2513.46,2516.49,2487.65,2524.81,2481.81,2437.89,2529.49,2512,2503.94,2449.58,2450.93,2436.18,2439.39,2426.87,2492.17,2495.34,2483.71,2462.1,2533.46,2527.3
2020-04-23,2305.57,2063.97,2397.75,2396,2401.06,2375.13,2418.65,2399.6,2345.79,2413.37,2396.53,2393.36,2399.4,2363.8,2364.69,2366.77,2325.81,2394.22,2385.41,2369.52,2355.66,2412.85,2406.92
2020-04-24,2240.64,1934.62,2343.76,2225.06,2251.35,2216.08,2328.65,2353.64,2203.62,2253.72,2234.16,2226.23,2216.75,2250.52,2244.7,2328.77,2247.88,2245.92,2230.69,2205.11,2228.46,2251.935,2249.3
2020-04-25,2005.05,1796.05,1990.91,2096.51,2097.96,2094.29,2034.42,1994.69,2053.73,2086.35,2093.98,2071.64,2035.11,1999.31,2234.19,1950.61,2016.57,2082.72,2091.01,2078.4,2073.38,2105.26,2107.07
2020-04-26,2355.99,2051.99,2432.54,2461.41,2462.1,2435.76,2469.07,2437.33,2382.44,2473.47,2461.73,2456.88,2396.91,2366.37,2358.27,2398.93,2365.28,2418.25,2445.99,2439.78,2397.53,2482.38,2479.46
2020-04-27,2159.87,1824.47,2248.73,2305.51,2314.23,2283.79,2304.9,2258.04,2219.47,2309.49,2297.66,2242.38,2137.97,2111.02,2029.3,2202.04,2144.74,2219.6,2265.79,2234.63,2219.78,2317.63,2318.39
2020-04-28,935.93,695.06,638.2,623.69,628.83,693.64,608.27,633.93,907.88,624.81,688.22,769.2,1053.83,745.21,924.4,670.98,890.54,996.32,794.53,786,978.82,649.335,645.27
2020-04-29,1153.76,1022.76,1025.26,1166.01,1150.7,1181.9,1038.73,1009.31,1204.01,1143,1183.6,1218.9,1207.53,1145.64,1067.71,1025.37,1152.3,1181.82,1203.43,1228.08,1176.46,1182.67,1179.37
2020-04-30,1667.18,1625.61,1886.1,1999.61,1990.88,1932.36,1957.57,1889.22,1706.86,1995.3,1966.08,1929.45,1553.79,1850.21,1231.79,1839.25,1708.79,1630.55,1879.98,1908.24,1650.05,2009.685,2004.75
2020-05-01,1709.91,1412.59,1730.35,1581.88,1580.1,1547.79,1701.71,1719.04,1628.24,1644.15,1628.29,1717,1656.4,1719.14,1392.61,1751.21,1678.56,1730.56,1653.97,1697.55,1717.28,1641.56,1622.19
2020-05-02,1705.3,1587.75,1947.9,1851.59,1872.77,1816.63,1933.08,1974.21,1652.99,1859.31,1826.25,1782.53,1613.82,1798.65,1517.79,1936.05,1689.3,1622.93,1774.86,1788.34,1645.75,1850.13,1851.23
2020-05-03,1505.01,1283.68,1206.74,1495.68,1495.7,1561.94,1299.08,1206.8,1655.13,1441.33,1514.44,1499.86,1671.94,1368.52,1504.2,1174.82,1516.02,1639.61,1573.87,1520.12,1635.26,1486.915,1489.29
2020-05-04,1283.26,1200.33,1549.29,1646.61,1677.1,1647.27,1608.46,1582.48,1479.5,1603.19,1581.24,1421.38,1138.7,1301.22,1174.91,1457.18,1241.09,1296.52,1512.44,1440.71,1346.5,1593.495,1606.79
2020-05-05,2463.79,2112.26,2580.84,2655.65,2657.96,2634.38,2624.46,2589.44,2564.82,2642.02,2637.83,2602.24,2455.08,2471.67,2107.14,2530.04,2434.63,2561.97,2614.47,2593.99,2551.82,2659.825,2659.89
2020-05-06,2599.07,2316.56,2661.23,2674.06,2675.83,2654.37,2679.09,2660.89,2618.01,2687.21,2681.22,2690.01,2632.22,2636.13,2583.72,2646.58,2610.35,2650.1,2674.43,2672.88,2637.55,2701.58,2695.26
2020-05-07,2319.11,2039.68,2420.92,2384.85,2398.32,2371.32,2432.47,2427.79,2359.15,2406.88,2397.25,2401.35,2460.51,2354.72,2419.65,2381.15,2371.98,2389.15,2387.37,2381.43,2373.66,2412.485,2405.26
2020-05-08,2091.38,1850.24,2059,2125.15,2127.72,2125.76,2093.35,2060.4,2131.26,2129.53,2143.43,2163.26,2196.82,2108.36,2140.93,2023.67,2117.06,2148.19,2150.15,2141.98,2129.77,2151.445,2143.87
2020-05-09,2086.25,1904.16,2436.22,2440.29,2448.79,2398.24,2461.45,2443.63,2228.37,2446.34,2410.85,2350.52,1771.17,2260.88,1408.14,2378.6,2083.24,2056.1,2345.2,2332.67,2123,2442.845,2441.38
2020-05-10,810.3,727.29,664.69,746.55,749.48,776.89,698.18,672.06,862.1,732.99,762.99,797.03,1120.03,751.99,1184.34,630.32,830.79,911.12,807.6,795.67,858.27,748.255,747.72
2020-05-11,2113.81,2076.82,2420.03,2363.42,2363.04,2291.59,2417.52,2409,2082.06,2402.35,2352.15,2367.54,1615.18,2411.34,1454.52,2432.37,2131.21,1910.35,2276.32,2321.24,2006.76,2401.255,2391.02
2020-05-12,2030.53,1645.59,1844.71,1554.3,1591.03,1565.66,1770.16,1875.21,1745.17,1602.92,1627.49,1779.36,2231.48,1815.51,2376.8,1789.05,1986.28,2012.95,1713.57,1790.41,1939.36,1614.08,1601.68
2020-05-13,1798.19,1511.51,2137.24,1762.44,1803.24,1692.84,2062.06,2144.89,1647.91,1859.9,1758.7,1752.44,1801.25,1838.59,1990.35,2137.89,1753.53,1767.49,1704.55,1709.91,1704.84,1795.405,1785.35
